seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr5	34008177	34008198	22	*	X03351	23600	33987091	34008220	21130	-	0	inside	21	AMACR
chr5	34839275	34839512	238	*	X03352	153657	34839269	34899564	60296	+	0	inside	5	TTC23L
chr5	34915334	34915452	119	*	X03353	55299	34915820	34925787	9968	+	367	upstream	367	BRIX1
chr5	34915473	34915938	466	*	X03354	55299	34915820	34925787	9968	+	0	overlapStart	0	BRIX1
chr5	35618001	35618037	37	*	X03358	79925	35617989	35814713	196725	+	0	inside	11	SPEF2
chr5	35618234	35618316	83	*	X03359	79925	35617989	35814713	196725	+	0	inside	244	SPEF2
chr5	36152017	36152316	300	*	X03360	6502	36152145	36184142	31998	+	0	overlapStart	0	SKP2
chr5	36152017	36152316	300	*	X03360	92255	36103414	36152015	48602	-	1	upstream	1	LMBRD2
chr5	36241959	36242063	105	*	X03362	133686	36192694	36242258	49565	-	0	inside	194	NADK2
chr5	36876632	36876885	254	*	X03363	25836	36876861	37065921	189061	+	0	overlapStart	0	NIPBL
chr5	36876632	36876885	254	*	X03363	646719	36871463	36876796	5334	-	0	overlapStart	0	NIPBL-DT
chr5	36877649	36877686	38	*	X03364	646719	36871463	36876796	5334	-	852	upstream	852	NIPBL-DT
chr5	37379251	37379492	242	*	X03365	55100	37379412	37752774	373363	+	0	overlapStart	0	WDR70
chr5	38845700	38846184	485	*	X03367	9180	38845960	38935743	89784	+	0	overlapStart	0	OSMR
chr5	39074390	39074430	41	*	X03368	253260	38938022	39074501	136480	-	0	inside	70	RICTOR
chr5	39075350	39075463	114	*	X03369	253260	38938022	39074501	136480	-	848	upstream	848	RICTOR
chr5	39424875	39425111	237	*	X03370	1601	39371776	39425335	53560	-	0	inside	223	DAB2
chr5	39425149	39425163	15	*	X03371	1601	39371776	39425335	53560	-	0	inside	171	DAB2
chr5	40756039	40756270	232	*	X03373	23548	40711678	40756072	44395	-	0	overlapStart	0	TTC33
chr5	40798068	40798249	182	*	X03374	5562	40759481	40798297	38817	-	0	inside	47	PRKAA1
chr5	40835046	40835689	644	*	X03375	6167	40831430	40835387	3958	-	0	overlapStart	0	RPL37
chr5	41870452	41870662	211	*	X03376	5019	41730167	41870791	140625	-	0	inside	128	OXCT1
chr5	41904407	41904432	26	*	X03377	285636	41904470	41921738	17269	+	37	upstream	37	C5orf51
chr5	41904455	41904675	221	*	X03378	285636	41904470	41921738	17269	+	0	overlapStart	0	C5orf51
chr5	41925193	41925561	369	*	X03379	26272	41925356	41941672	16317	+	0	overlapStart	0	FBXO4
chr5	43064984	43065296	313	*	X03382	100506639	43067125	43093660	26536	+	1828	upstream	1828	LOC100506639
chr5	43066429	43066747	319	*	X03383	100506639	43067125	43093660	26536	+	377	upstream	377	LOC100506639
chr5	43066873	43067208	336	*	X03384	100132356	43065289	43067073	1785	-	0	overlapStart	0	LOC100132356
chr5	43066873	43067208	336	*	X03384	100506639	43067125	43093660	26536	+	0	overlapStart	0	LOC100506639
chr5	43067238	43067250	13	*	X03385	100132356	43065289	43067073	1785	-	164	upstream	164	LOC100132356
chr5	43067238	43067250	13	*	X03385	100506639	43067125	43093660	26536	+	0	inside	112	LOC100506639
chr5	43120862	43121153	292	*	X03387	7690	43120985	43192123	71139	+	0	overlapStart	0	ZNF131
chr5	43483510	43484177	668	*	X03388	64417	43444354	43483992	39639	-	0	overlapStart	0	TMEM267
chr5	43557063	43557230	168	*	X03391	10605	43526370	43557521	31152	-	0	inside	290	PAIP1
chr5	43557243	43557296	54	*	X03392	10605	43526370	43557521	31152	-	0	inside	224	PAIP1
chr5	43604058	43604228	171	*	X03393	100652772	43573287	43603332	30046	-	725	upstream	725	NNT-AS1
chr5	43604275	43604292	18	*	X03394	100652772	43573287	43603332	30046	-	942	upstream	942	NNT-AS1
chr5	44809135	44809308	174	*	X03395	10884	44809027	44815618	6592	+	0	inside	107	MRPS30
chr5	52285195	52285204	10	*	X03401	3673	52285156	52390609	105454	+	0	inside	38	ITGA2
chr5	52285256	52285285	30	*	X03402	3673	52285156	52390609	105454	+	0	inside	99	ITGA2
chr5	52405287	52405540	254	*	X03405	257396	52405687	52410952	5266	+	146	upstream	146	LOC257396
chr5	52405287	52405540	254	*	X03405	4338	52393895	52405598	11704	-	0	inside	57	MOCS2
chr5	52405559	52405835	277	*	X03406	257396	52405687	52410952	5266	+	0	overlapStart	0	LOC257396
chr5	52405559	52405835	277	*	X03406	4338	52393895	52405598	11704	-	0	overlapStart	0	MOCS2
chr5	52856405	52856692	288	*	X03410	4724	52856465	52979171	122707	+	0	overlapStart	0	NDUFS4
chr5	53606517	53606664	148	*	X03411	54622	53180614	53606403	425790	-	113	upstream	113	ARL15
chr5	54529418	54529725	308	*	X03417	10309	54526981	54529508	2528	-	0	overlapStart	0	CCNO
chr5	54603416	54603944	529	*	X03418	23517	54603576	54721409	117834	+	0	overlapStart	0	MTREX
chr5	54603416	54603944	529	*	X03418	54505	54552073	54603521	51449	-	0	overlapStart	0	DHX29
chr5	56110184	56110538	355	*	X03420	4214	56110900	56191978	81079	+	361	upstream	361	MAP3K1
chr5	56469034	56469278	245	*	X03424	65056	56469775	56560506	90732	+	496	upstream	496	GPBP1
chr5	60139996	60140143	148	*	X03425	79993	60047616	60140101	92486	-	0	overlapStart	0	ELOVL7
chr5	60458068	60458295	228	*	X03426	643155	60453536	60458302	4767	-	0	inside	6	SMIM15
chr5	60458325	60458335	11	*	X03427	643155	60453536	60458302	4767	-	22	upstream	22	SMIM15
chr5	60458347	60458360	14	*	X03428	643155	60453536	60458302	4767	-	44	upstream	44	SMIM15
chr5	60626735	60627181	447	*	X03429	57688	60628100	60841999	213900	+	918	upstream	918	ZSWIM6
chr5	60627213	60627288	76	*	X03430	57688	60628100	60841999	213900	+	811	upstream	811	ZSWIM6
chr5	61602088	61602168	81	*	X03433	3796	61601989	61683011	81023	+	0	inside	98	KIF2A
chr5	61708539	61708703	165	*	X03434	51194	61708573	61924416	215844	+	0	overlapStart	0	IPO11
chr5	64064291	64064727	437	*	X03435	10283	64064755	64314590	249836	+	27	upstream	27	CWC27
chr5	64064291	64064727	437	*	X03435	285672	64013978	64064496	50519	-	0	overlapStart	0	SREK1IP1
chr5	64777668	64777864	197	*	X03438	11174	64444563	64777704	333142	-	0	overlapStart	0	ADAMTS6
chr5	64920384	64920414	31	*	X03439	373	64885507	64920187	34681	-	196	upstream	196	TRIM23
chr5	64920384	64920414	31	*	X03439	80006	64920558	64961954	41397	+	143	upstream	143	TRAPPC13
chr5	64920477	64920548	72	*	X03440	373	64885507	64920187	34681	-	289	upstream	289	TRIM23
chr5	64920477	64920548	72	*	X03440	80006	64920558	64961954	41397	+	9	upstream	9	TRAPPC13
chr5	65220790	65220803	14	*	X03441	55914	65222382	65376851	154470	+	1578	upstream	1578	ERBIN
chr5	65221569	65221582	14	*	X03442	55914	65222382	65376851	154470	+	799	upstream	799	ERBIN
chr5	65221604	65221800	197	*	X03443	55914	65222382	65376851	154470	+	581	upstream	581	ERBIN
chr5	65439929	65440505	577	*	X03444	140890	65440046	65479444	39399	+	0	overlapStart	0	SREK1
chr5	67511570	67511943	374	*	X03446	5295	67511584	67597649	86066	+	0	overlapStart	0	PIK3R1
chr5	68389891	68389986	96	*	X03451	64924	68389776	68426899	37124	+	0	inside	114	SLC30A5
chr5	68390039	68390074	36	*	X03452	64924	68389776	68426899	37124	+	0	inside	262	SLC30A5
chr5	68530596	68530636	41	*	X03453	1022	68530622	68573257	42636	+	0	overlapStart	0	CDK7
chr5	68530675	68530690	16	*	X03454	1022	68530622	68573257	42636	+	0	inside	52	CDK7
chr5	68628472	68628807	336	*	X03455	202243	68576519	68628620	52102	-	0	overlapStart	0	CCDC125
chr5	68665196	68665305	110	*	X03456	5884	68665124	68710630	45507	+	0	inside	71	RAD17
chr5	68665389	68665407	19	*	X03457	5884	68665124	68710630	45507	+	0	inside	264	RAD17
chr5	68665518	68665571	54	*	X03458	6880	68647553	68665840	18288	-	0	inside	268	TAF9
chr5	68855808	68856201	394	*	X03459	728340	68856032	68888729	32698	+	0	overlapStart	0	GTF2H2C
chr5	69345091	69345160	70	*	X03460	6606	69345350	70247953	902604	+	189	upstream	189	SMN1
chr5	69345091	69345160	70	*	X03460	6607	69345350	70248842	903493	+	189	upstream	189	SMN2
chr5	69345182	69345192	11	*	X03461	6606	69345350	70247953	902604	+	157	upstream	157	SMN1
chr5	69345182	69345192	11	*	X03461	6607	69345350	70248842	903493	+	157	upstream	157	SMN2
chr5	69345204	69345316	113	*	X03462	6606	69345350	70247953	902604	+	33	upstream	33	SMN1
chr5	69345204	69345316	113	*	X03462	6607	69345350	70248842	903493	+	33	upstream	33	SMN2
chr5	70751452	70751471	20	*	X03463	55814	70751442	70863649	112208	+	0	inside	9	BDP1
chr5	70883110	70883163	54	*	X03464	64087	70883115	70954530	71416	+	0	overlapStart	0	MCCC2
chr5	70883214	70883303	90	*	X03465	64087	70883115	70954530	71416	+	0	inside	98	MCCC2
chr5	71615977	71616259	283	*	X03468	23107	71515236	71616084	100849	-	0	overlapStart	0	MRPS27
chr5	71615977	71616259	283	*	X03468	79810	71616200	71656038	39839	+	0	overlapStart	0	PTCD2
chr5	72112519	72112647	129	*	X03469	3842	72112418	72210215	97798	+	0	inside	100	TNPO1
chr5	72251833	72251948	116	*	X03471	115548	72251808	72386349	134542	+	0	inside	24	FCHO2
chr5	72252084	72252269	186	*	X03472	115548	72251808	72386349	134542	+	0	inside	275	FCHO2
chr5	72793998	72794458	461	*	X03480	689	72794250	72801448	7199	+	0	overlapStart	0	BTF3
chr5	73935734	73935792	59	*	X03481	3074	73935848	74017113	81266	+	55	upstream	55	HEXB
chr5	74062795	74063244	450	*	X03483	10412	74062816	74072737	9922	+	0	overlapStart	0	NSA2
chr5	74062795	74063244	450	*	X03483	84340	74017031	74063042	46012	-	0	overlapStart	0	GFM2
chr5	74532692	74532990	299	*	X03484	256006	74364122	74532703	168582	-	0	overlapStart	0	ANKRD31
chr5	74807223	74807259	37	*	X03485	51426	74807657	74895646	87990	+	397	upstream	397	POLK
chr5	74807284	74807384	101	*	X03486	51426	74807657	74895646	87990	+	272	upstream	272	POLK
chr5	76114879	76114901	23	*	X03487	2150	76114833	76131140	16308	+	0	inside	45	F2RL1
chr5	76326100	76326119	20	*	X03488	55109	76326210	76361058	34849	+	90	upstream	90	AGGF1
chr5	76326131	76326309	179	*	X03489	55109	76326210	76361058	34849	+	0	overlapStart	0	AGGF1
chr5	76787958	76788378	421	*	X03490	55255	76728069	76788332	60264	-	0	overlapStart	0	WDR41
chr5	76788410	76788420	11	*	X03491	55255	76728069	76788332	60264	-	77	upstream	77	WDR41
chr5	76788436	76788455	20	*	X03492	55255	76728069	76788332	60264	-	103	upstream	103	WDR41
chr5	77071957	77072125	169	*	X03493	6902	76986995	77072185	85191	-	0	inside	59	TBCA
chr5	77072137	77072163	27	*	X03494	6902	76986995	77072185	85191	-	0	inside	21	TBCA
chr5	77590485	77590702	218	*	X03495	8546	77298150	77590579	292430	-	0	overlapStart	0	AP3B1
chr5	77656174	77656440	267	*	X03496	9522	77656339	77776562	120224	+	0	overlapStart	0	SCAMP1
chr5	78531705	78532007	303	*	X03500	133746	78531925	78623038	91114	+	0	overlapStart	0	JMY
chr5	78532059	78532109	51	*	X03501	133746	78531925	78623038	91114	+	0	inside	133	JMY
chr5	78809667	78809816	150	*	X03502	9456	78669647	78809659	140013	-	7	upstream	7	HOMER1
chr5	78810055	78810160	106	*	X03503	9456	78669647	78809659	140013	-	395	upstream	395	HOMER1
chr5	78907892	78907903	12	*	X03504	167153	78908243	78982471	74229	+	339	upstream	339	TENT2
chr5	78907917	78908135	219	*	X03505	167153	78908243	78982471	74229	+	107	upstream	107	TENT2
chr5	78908235	78908248	14	*	X03506	167153	78908243	78982471	74229	+	0	overlapStart	0	TENT2
chr5	79552078	79552153	76	*	X03507	256987	79407050	79551898	144849	-	179	upstream	179	SERINC5
chr5	79703902	79703928	27	*	X03508	9765	79703838	79775498	71661	+	0	inside	63	ZFYVE16
chr5	81046761	81046778	18	*	X03509	23635	80713179	81047072	333894	-	0	inside	293	SSBP2
chr5	81047240	81047442	203	*	X03510	23635	80713179	81047072	333894	-	167	upstream	167	SSBP2
chr5	81267831	81267845	15	*	X03512	83734	81267844	81551216	283373	+	0	overlapStart	0	ATG10
chr5	81267868	81267995	128	*	X03513	83734	81267844	81551216	283373	+	0	inside	23	ATG10
chr5	81574020	81574360	341	*	X03514	6228	81569139	81574235	5097	-	0	overlapStart	0	RPS23
chr5	81574020	81574360	341	*	X03514	92270	81575281	81614147	38867	+	920	upstream	920	ATP6AP1L
chr5	85913816	85913878	63	*	X03515	1350	85913784	85916583	2800	+	0	inside	31	COX7C
chr5	87564636	87564694	59	*	X03516	100505894	87564699	87732491	167793	+	4	upstream	4	TMEM161B-AS1
chr5	87564636	87564694	59	*	X03516	153396	87491023	87564665	73643	-	0	overlapStart	0	TMEM161B
chr5	89705963	89705991	29	*	X03518	1070	89689529	89705603	16075	-	359	upstream	359	CETN3
chr5	89770252	89770728	477	*	X03519	10622	89770681	89810369	39689	+	0	overlapStart	0	POLR3G
chr5	89770252	89770728	477	*	X03519	153364	89754020	89770585	16566	-	0	overlapStart	0	MBLAC2
chr5	89770749	89770787	39	*	X03520	10622	89770681	89810369	39689	+	0	inside	67	POLR3G
chr5	89770749	89770787	39	*	X03520	153364	89754020	89770585	16566	-	163	upstream	163	MBLAC2
chr5	89854339	89854385	47	*	X03521	84059	89854617	90460033	605417	+	231	upstream	231	ADGRV1
chr5	90675855	90676021	167	*	X03523	100129716	90676164	90716532	40369	+	142	upstream	142	ARRDC3-AS1
chr5	90676114	90676269	156	*	X03524	100129716	90676164	90716532	40369	+	0	overlapStart	0	ARRDC3-AS1
chr5	90679016	90679182	167	*	X03525	57561	90664541	90679149	14609	-	0	overlapStart	0	ARRDC3
chr5	93954263	93954487	225	*	X03526	285600	93486556	93954309	467754	-	0	overlapStart	0	KIAA0825
chr5	93954263	93954487	225	*	X03526	84250	93954391	94031573	77183	+	0	overlapStart	0	SLF1
chr5	93954667	93954697	31	*	X03527	285600	93486556	93954309	467754	-	357	upstream	357	KIAA0825
chr5	93954667	93954697	31	*	X03527	84250	93954391	94031573	77183	+	0	inside	275	SLF1
chr5	94890773	94890976	204	*	X03528	153642	94890825	94940806	49982	+	0	overlapStart	0	ARSK
chr5	94890773	94890976	204	*	X03528	9652	94799599	94890709	91111	-	63	upstream	63	TTC37
chr5	94982554	94982680	127	*	X03529	317671	94982481	94992849	10369	+	0	inside	72	RFESD
chr5	95297455	95297574	120	*	X03533	22936	95220802	95297775	76974	-	0	inside	200	ELL2
chr5	96270615	96270677	63	*	X03540	4012	96271346	96365115	93770	+	668	upstream	668	LNPEP
chr5	96270727	96271073	347	*	X03541	4012	96271346	96365115	93770	+	272	upstream	272	LNPEP
chr5	96271610	96271850	241	*	X03542	4012	96271346	96365115	93770	+	0	inside	263	LNPEP
chr5	98264641	98264670	30	*	X03543	100289230	98264838	98266713	1876	+	167	upstream	167	LOC100289230
chr5	102455495	102455866	372	*	X03544	23262	102455958	102539224	83267	+	91	upstream	91	PPIP5K2
chr5	102455495	102455866	372	*	X03544	54826	102421704	102455842	34139	-	0	overlapStart	0	GIN1
chr5	102455958	102456137	180	*	X03545	23262	102455958	102539224	83267	+	0	inside	0	PPIP5K2
chr5	102455958	102456137	180	*	X03545	54826	102421704	102455842	34139	-	115	upstream	115	GIN1
chr5	108063763	108064156	394	*	X03548	100652853	108063526	108063962	437	-	0	overlapStart	0	LINC01023
chr5	109024934	109024954	21	*	X03551	4124	109025156	109203429	178274	+	201	upstream	201	MAN2A1
chr5	109025200	109025234	35	*	X03552	4124	109025156	109203429	178274	+	0	inside	43	MAN2A1
chr5	110427706	110428344	639	*	X03554	134430	110427870	110466200	38331	+	0	overlapStart	0	WDR36
chr5	110848058	110848313	256	*	X03555	100505678	110847924	111075423	227500	+	0	inside	133	STARD4-AS1
chr5	110848058	110848313	256	*	X03555	134429	110834022	110848233	14212	-	0	overlapStart	0	STARD4
chr5	111496309	111496371	63	*	X03559	114915	111496223	111498198	1976	+	0	inside	85	EPB41L4A-AS1
chr5	111496309	111496371	63	*	X03559	654322	111497182	111497314	133	+	810	upstream	810	SNORA13
chr5	111496460	111496777	318	*	X03560	114915	111496223	111498198	1976	+	0	inside	236	EPB41L4A-AS1
chr5	111496460	111496777	318	*	X03560	654322	111497182	111497314	133	+	404	upstream	404	SNORA13
chr5	111755547	111755651	105	*	X03561	54508	111755280	111756677	1398	+	0	inside	266	EPB41L4A-DT
chr5	111755547	111755651	105	*	X03561	64097	111478138	111755010	276873	-	536	upstream	536	EPB41L4A
chr5	112043297	112043382	86	*	X03562	324	112043202	112181936	138735	+	0	inside	94	APC
chr5	112257895	112257939	45	*	X03563	7905	112212081	112258031	45951	-	0	inside	91	REEP5
chr5	112258158	112258227	70	*	X03564	7905	112212081	112258031	45951	-	126	upstream	126	REEP5
chr5	112849033	112849050	18	*	X03566	64848	112849391	112930984	81594	+	340	upstream	340	YTHDC2
chr5	112849079	112849139	61	*	X03567	64848	112849391	112930984	81594	+	251	upstream	251	YTHDC2
chr5	112849456	112849475	20	*	X03568	64848	112849391	112930984	81594	+	0	inside	64	YTHDC2
chr5	114598348	114598743	396	*	X03571	5229	114546527	114598569	52043	-	0	overlapStart	0	PGGT1B
chr5	114631971	114632281	311	*	X03572	153733	114602885	114632458	29574	-	0	inside	176	CCDC112
chr5	114632374	114632387	14	*	X03573	153733	114602885	114632458	29574	-	0	inside	70	CCDC112
chr5	114880216	114880489	274	*	X03574	56929	114856608	114880591	23984	-	0	inside	101	FEM1C
chr5	114961532	114961815	284	*	X03576	100302736	114914339	114961876	47538	-	0	inside	60	TMED7-TICAM2
chr5	114961532	114961815	284	*	X03576	51014	114948905	114961876	12972	-	0	inside	60	TMED7
chr5	114961830	114961845	16	*	X03577	100302736	114914339	114961876	47538	-	0	inside	30	TMED7-TICAM2
chr5	114961830	114961845	16	*	X03577	51014	114948905	114961876	12972	-	0	inside	30	TMED7
chr5	114961863	114961879	17	*	X03578	100302736	114914339	114961876	47538	-	0	overlapStart	0	TMED7-TICAM2
chr5	114961863	114961879	17	*	X03578	51014	114948905	114961876	12972	-	0	overlapStart	0	TMED7
chr5	115177163	115177266	104	*	X03579	1176	115177619	115249778	72160	+	352	upstream	352	AP3S1
chr5	115177163	115177266	104	*	X03579	9140	115163894	115177548	13655	-	0	inside	281	ATG12
chr5	115177570	115177836	267	*	X03580	1176	115177619	115249778	72160	+	0	overlapStart	0	AP3S1
chr5	115177570	115177836	267	*	X03580	9140	115163894	115177548	13655	-	21	upstream	21	ATG12
chr5	115178232	115178287	56	*	X03581	9140	115163894	115177548	13655	-	683	upstream	683	ATG12
chr5	115420601	115420850	250	*	X03582	51397	115420727	115628978	208252	+	0	overlapStart	0	COMMD10
chr5	118323932	118323944	13	*	X03583	285605	118172569	118324240	151672	-	0	inside	295	DTWD2
chr5	118324257	118324279	23	*	X03584	285605	118172569	118324240	151672	-	16	upstream	16	DTWD2
chr5	118604468	118604702	235	*	X03585	25816	118604418	118730294	125877	+	0	inside	49	TNFAIP8
chr5	119799772	119799883	112	*	X03586	51334	119800019	120022964	222946	+	135	upstream	135	PRR16
chr5	119799896	119800090	195	*	X03587	51334	119800019	120022964	222946	+	0	overlapStart	0	PRR16
chr5	121297382	121297426	45	*	X03588	153443	121297656	121364295	66640	+	229	upstream	229	SRFBP1
chr5	121297439	121297828	390	*	X03589	153443	121297656	121364295	66640	+	0	overlapStart	0	SRFBP1
chr5	122110488	122110538	51	*	X03590	6643	122110691	122170234	59544	+	152	upstream	152	SNX2
chr5	122110550	122110594	45	*	X03591	6643	122110691	122170234	59544	+	96	upstream	96	SNX2
chr5	122110793	122111044	252	*	X03592	6643	122110691	122170234	59544	+	0	inside	101	SNX2
chr5	122372233	122372607	375	*	X03593	5480	122359078	122372425	13348	-	0	overlapStart	0	PPIC
chr5	122758977	122759296	320	*	X03594	153241	122680579	122759286	78708	-	0	overlapStart	0	CEP120
chr5	125936525	125936719	195	*	X03597	51808	125936607	125962944	26338	+	0	overlapStart	0	PHAX
chr5	126853344	126853354	11	*	X03599	133619	126853309	126890780	37472	+	0	inside	34	PRRC1
chr5	126853401	126853412	12	*	X03600	133619	126853309	126890780	37472	+	0	inside	91	PRRC1
chr5	128430088	128430126	39	*	X03601	51015	128430442	128449719	19278	+	315	upstream	315	ISOC1
chr5	130500802	130501001	200	*	X03603	3094	130494976	130501041	6066	-	0	inside	39	HINT1
chr5	130599699	130599918	220	*	X03604	56990	130599702	130730382	130681	+	0	overlapStart	0	CDC42SE2
chr5	131629233	131629282	50	*	X03610	6583	131630145	131679899	49755	+	862	upstream	862	SLC22A4
chr5	131629298	131629375	78	*	X03611	6583	131630145	131679899	49755	+	769	upstream	769	SLC22A4
chr5	131629823	131629852	30	*	X03612	6583	131630145	131679899	49755	+	292	upstream	292	SLC22A4
chr5	131705425	131705585	161	*	X03613	553103	131646969	131705608	58640	-	0	inside	22	MIR3936HG
chr5	131705425	131705585	161	*	X03613	6584	131705401	131731306	25906	+	0	inside	23	SLC22A5
chr5	132113595	132113617	23	*	X03615	23176	132086509	132113561	27053	-	33	upstream	33	SEPTIN8
chr5	132202314	132202385	72	*	X03618	2661	132196878	132202576	5699	-	0	inside	190	GDF9
chr5	132202314	132202385	72	*	X03618	27089	132202319	132204536	2218	+	0	overlapStart	0	UQCRQ
chr5	132299162	132299186	25	*	X03619	27125	132211071	132299354	88284	-	0	inside	167	AFF4
chr5	133512412	133512771	360	*	X03624	6500	133492082	133512724	20643	-	0	overlapStart	0	SKP1
chr5	133561685	133561774	90	*	X03625	5515	133532148	133561950	29803	-	0	inside	175	PPP2CA
chr5	133706920	133707284	365	*	X03630	51265	133541305	133706735	165431	-	184	upstream	184	CDKL3
chr5	133706920	133707284	365	*	X03630	7320	133706870	133727799	20930	+	0	inside	49	UBE2B
chr5	133747430	133747759	330	*	X03631	91368	133737756	133747598	9843	-	0	overlapStart	0	CDKN2AIPNL
chr5	133968352	133968736	385	*	X03634	51128	133936839	133968533	31695	-	0	overlapStart	0	SAR1B
chr5	133984202	133984445	244	*	X03635	10802	133984475	134063601	79127	+	29	upstream	29	SEC24A
chr5	134074067	134074325	259	*	X03636	819	134074170	134087850	13681	+	0	overlapStart	0	CAMLG
chr5	134094251	134094622	372	*	X03637	9879	134094461	134166812	72352	+	0	overlapStart	0	DDX46
chr5	134181532	134181867	336	*	X03638	134553	134181370	134195425	14056	+	0	inside	161	C5orf24
chr5	134240388	134240474	87	*	X03640	84105	134240810	134298336	57527	+	335	upstream	335	PCBD2
chr5	134240515	134240528	14	*	X03641	84105	134240810	134298336	57527	+	281	upstream	281	PCBD2
chr5	134369865	134369886	22	*	X03642	5307	134363424	134369964	6541	-	0	inside	77	PITX1
chr5	135468447	135468706	260	*	X03643	4090	135468536	135518422	49887	+	0	overlapStart	0	SMAD5
chr5	137089937	137090251	315	*	X03644	10949	137087073	137090039	2967	-	0	overlapStart	0	HNRNPA0
chr5	137368241	137368742	502	*	X03645	51306	137273642	137368802	95161	-	0	inside	59	FAM13B
chr5	137673438	137673487	50	*	X03646	51307	137673224	137685418	12195	+	0	inside	213	FAM53C
chr5	137673640	137674225	586	*	X03647	995	137620959	137674044	53086	-	0	overlapStart	0	CDC25C
chr5	137801254	137801310	57	*	X03649	1958	137801181	137805004	3824	+	0	inside	72	EGR1
chr5	137801358	137801375	18	*	X03650	1958	137801181	137805004	3824	+	0	inside	176	EGR1
chr5	137878723	137878825	103	*	X03653	2107	137841782	137878989	37208	-	0	inside	163	ETF1
chr5	137910921	137911189	269	*	X03654	3313	137890571	137911318	20748	-	0	inside	128	HSPA9
chr5	137911329	137911347	19	*	X03655	3313	137890571	137911318	20748	-	10	upstream	10	HSPA9
chr5	137911499	137911679	181	*	X03656	3313	137890571	137911318	20748	-	180	upstream	180	HSPA9
chr5	138533876	138534022	147	*	X03659	64374	138282410	138534065	251656	-	0	inside	42	SIL1
chr5	138677102	138677160	59	*	X03662	51247	138677519	138705409	27891	+	358	upstream	358	PAIP2
chr5	138677361	138677706	346	*	X03663	51247	138677519	138705409	27891	+	0	overlapStart	0	PAIP2
chr5	138940724	138940875	152	*	X03664	7322	138940751	139008018	67268	+	0	overlapStart	0	UBE2D2
chr5	138940891	138941191	301	*	X03665	7322	138940751	139008018	67268	+	0	inside	139	UBE2D2
chr5	139487691	139487830	140	*	X03669	100505636	139482507	139487597	5091	-	93	upstream	93	MALINC1
chr5	139493682	139493728	47	*	X03670	5813	139493708	139499001	5294	+	0	overlapStart	0	PURA
chr5	139493742	139493785	44	*	X03671	5813	139493708	139499001	5294	+	0	inside	33	PURA
chr5	139726008	139726226	219	*	X03674	1839	139712428	139726188	13761	-	0	overlapStart	0	HBEGF
chr5	139780235	139780248	14	*	X03675	404734	139781399	139929163	147765	+	1150	upstream	1150	ANKHD1-EIF4EBP3
chr5	139780235	139780248	14	*	X03675	54882	139781399	139919441	138043	+	1150	upstream	1150	ANKHD1
chr5	139780274	139780356	83	*	X03676	404734	139781399	139929163	147765	+	1042	upstream	1042	ANKHD1-EIF4EBP3
chr5	139780274	139780356	83	*	X03676	54882	139781399	139919441	138043	+	1042	upstream	1042	ANKHD1
chr5	139943945	139944417	473	*	X03678	10307	139937853	139944189	6337	-	0	overlapStart	0	APBB3
chr5	139943945	139944417	473	*	X03678	113829	139944420	139948683	4264	+	2	upstream	2	SLC35A4
chr5	139944439	139944456	18	*	X03679	10307	139937853	139944189	6337	-	249	upstream	249	APBB3
chr5	139944439	139944456	18	*	X03679	113829	139944420	139948683	4264	+	0	inside	18	SLC35A4
chr5	140027682	140027693	12	*	X03680	3550	140027384	140042065	14682	+	0	inside	297	IK
chr5	140027682	140027693	12	*	X03680	4695	140024948	140027370	2423	-	311	upstream	311	NDUFA2
chr5	140044346	140044531	186	*	X03681	54853	140044384	140050553	6170	+	0	overlapStart	0	WDR55
chr5	140070875	140071316	442	*	X03682	23438	140071018	140078890	7873	+	0	overlapStart	0	HARS2
chr5	140070875	140071316	442	*	X03682	3035	140053490	140071312	17823	-	0	overlapStart	0	HARS1
chr5	140079962	140080008	47	*	X03683	153527	140080032	140086239	6208	+	23	upstream	23	ZMAT2
chr5	140090729	140091111	383	*	X03684	56664	140090861	140090958	98	+	0	includeFeature	0	VTRNA1-1
chr5	140098358	140098757	400	*	X03685	56663	140098511	140098598	88	+	0	includeFeature	0	VTRNA1-2
chr5	140105560	140105730	171	*	X03686	56662	140105744	140105831	88	+	13	upstream	13	VTRNA1-3
chr5	140700229	140700248	20	*	X03689	6879	140698057	140700351	2295	-	0	inside	102	TAF7
chr5	140700261	140700452	192	*	X03690	6879	140698057	140700351	2295	-	0	overlapStart	0	TAF7
chr5	140998547	140998622	76	*	X03691	1729	140894588	140998622	104035	-	0	inside	0	DIAPH1
chr5	140998854	140998909	56	*	X03692	1729	140894588	140998622	104035	-	231	upstream	231	DIAPH1
chr5	141016287	141016326	40	*	X03693	285613	141016517	141020631	4115	+	190	upstream	190	RELL2
chr5	141016287	141016326	40	*	X03693	8841	141000443	141016423	15981	-	0	inside	96	HDAC3
chr5	141016338	141016380	43	*	X03694	285613	141016517	141020631	4115	+	136	upstream	136	RELL2
chr5	141016338	141016380	43	*	X03694	8841	141000443	141016423	15981	-	0	inside	42	HDAC3
chr5	141016430	141016460	31	*	X03695	285613	141016517	141020631	4115	+	56	upstream	56	RELL2
chr5	141016430	141016460	31	*	X03695	8841	141000443	141016423	15981	-	6	upstream	6	HDAC3
